content,score,label
mohon maaf.. aplikasi Indihome tidak stabil di handphone kita,2,0
App My IndiHome knp sih ?? .. Susah + Lemot bangeetttt ... App g berguna mau cek tagihan aja susah ny minta ampun .. Sering Log Out sendiri pula .. Bagus App ny ganti aja ... MENYUSAHKAN BANGEEETTTTTTT,1,0
Aplikasi ga siap,1,0
kadang eror,3,0
Goood,5,1
"Setelah update gak bisa digunakan, aplikasi eror lagi",1,0
Oke banget,5,1
Bagus,5,1
Mau login disuruh ganti password. Berkali kali nyoba gagal terus dengan keterangan password baru yg dimaksudkan sudah pernah digunakan,1,0
wifi indihome saya lemot lelet louuding putus2x selama 1 bulan lebih sudah di lapori langsung ke kantor indihome masih saja ntah apa solusinya dari indihome saya bayaran wifi indihome lancar tidak pernah sampai telat bayar berbulan-bulan sudah di call 188 no respo,1,0
"Lebih aman dan terpercaya, jaringan luas mudah registrasi",5,1
"aplikasi jalannya kayak keong,lambat banget . bintang 2 aja kalau gitu",2,0
Sangat recommended aplikasinya,5,1
Pengaduan/pelayanan online lambat. Niat imigrasi ke internet aja biar harga terjangkau dan sudah lama tidak pakai tv juga. Bulan kemarin biaya tambahnnya gak ada masalah. Tapi begitu liat rincian bulan ini ada tambahan sendiri add on karoke. Sedih sih padahal dari zaman tv gak ada tuh tambahan add on karoke dan gak pernah minta juga. Liat dm juga banyak yang bilang gak direspon. Semoga kedepannya lebih baik dan dapat diperbaiki,1,0
Good,5,1
good,5,1
Mantap,5,1
Sangat membantu,5,1
Indihome not good,5,1
Aplikasi sangat lambat lelet lola,4,0
Pelayanan baik,5,1
sangat puas,5,1
Semakin baik.,4,1
Good,5,1
"Sangat puas tapi sekarang agak lemot,semoga ini karena pengaruh cuaca..",4,1
Mudah,5,1
"Reload data terbilang sangat lama, update ticket juga masih sering stuck atau berhenti tanpa kejelasan dari pengajuan pasang baru sama kendala, padahal untuk proses perbaikan/pemasangan sudah dilakukan. Kalau pemasangan bisa via aplikasi, penutupan atau migrasi boleh juga lewat aplikasi, bukan selalu harus ke grapari. Selebihnya sudah sesuai",4,0
Tidak bisa login,1,0
tagihannya kemahalan,5,0
"Perbaiki jaringannya udh parah bnget leletnya,buat mau komen ini aja loading mulu",1,0
Internet lancar,5,1
Bagus,5,1
"Sangat membantu dgn adanya indihome, kebutuhan internet teratasi",5,1
Koneksi baik dan penanganan cepat,5,1
Pengaduan layanan Indihome selalu mengalami gangguan tidak bisa di akses saya mau pengaduan layanan Indihome jadi tidak bisa,1,0
Untuk saat ini masih mantap,5,1
Apk nya error,1,0
"aplikasi jelek,mau buka aja susahnya minta ampun",1,0
Makin ok pelayanannya.. semoga bisa dipertahankan,4,1
"Apk penuh bug, baru buka langsung nutup sendiri, dan juga sinyal juga selalu error apalagi kalau musim hujan sama aja kek nggak ada kuota, katanya sinyal dijamin bagus tapi malah leg parah, bahkan ni wifi 1 bulan baru dipasang setelah pemesanan. Sungguh layanan yang buruk",1,0
Sangat buruk,1,0
"Pokonya mantap dah aplikasi indihom, ada masalah langsung di tindakin cepat",5,1
"apk ter worst ever 😄 terlalu lmbat, pake wifi ato data pun sama2 lambat apk gajelas",1,0
Sangat bermanfaat,5,1
"Fast respon , cepat tanggap...",5,1
Good,5,1
Terimakasih,5,1
Indihom the Best ...,5,1
Respon cepat,5,1
Aplikasinya lemot. Loading lama. Padahal sinyal di rumah full. Tapi aplikasi nggak bisa dipakai.. tolong segera diperbaiki,2,0
Ok,5,1
"Internet stabil, jarang ada gangguan",5,1
"Login di akun sendiri aja susah harus ganti sandi, semua sandi gak bisa kebikin apk rusak.",1,0
Saya dijadikan perioritas oleh Indihome,5,1
Palayanan sangat bagus,5,1
Mengapa saat perbaikan lama sekaliiii sampai 4 hari lohhh pdhl sy udh laporannm,1,0
Pelayanan langsung di tanggapi dan penjelasan sangat jelas oleh CS by email dan WA ketimbang CS di grahfari telkomsel. Yoi,5,1
sangat bgs pelayanan nya,5,1
JAMAN SEKARANG TIAP MAU LOGIN KOK OTP PAKEK SMS. HELLOO. PAKE WA DONG.,1,0
"Saya gak ngerti, in akun indihome saya ke hack ato gmn. Mmg jarang dibuka, tp saat in tadi mau buka, kudu masuk lagi..oke saya masuk, tpi kenapa kode verifikasinya kok notel lain.",1,0
Kecepatan sesuai Speed.. Penanganan Keluhan cepat di Atasi.. Goodd,5,1
bagus,5,1
"Aplikasi ini sama sekali minim kegunaan, parah banget pokoknya",1,0
Jelex,1,0
Mudah cepat,5,1
Masuk aplikasi tidak bisa sama sekali.. Selalu log out sendiri,1,0
"Ga sinyal, ga appsnya sama aja. Lemot",2,0
Menarik,5,1
"Aplikasi gagal , gak ada gunanya.. pecat yg buat aplikasi ini",1,0
Begini aja dulu,3,0
Sering eror,5,0
Tolong ditambah menu untuk delete pengguna yang tidak diinginkan,3,0
"Dari pertama download sampe sekarang : - Sering keluar tiba tiba - Loading lambat banget - Mau pengaduan , slow respon",1,0
Penanganan troble cepat😊,5,1
"Aplikasi bangs*tt,tidak bisa login😅",1,0
Putus putus dan loading lama,3,0
sangat bagus sekali,5,1
Puas sekali memakai myIndihome,4,1
Aplikasi nya nambah baru lepas indihome bergabung telkomsel Walaupun ada bug update aplikasi(padahal udah update terakhir) dan keluar sendiri,5,1
Terbaik,5,1
Speknya ngelag dan ga bisa login,1,0
"Saya gak bisa buka aplikasinya, selalu close sendiri, perbaiki dong",1,0
Goodjob.....,5,1
Hanya buat tontonan,1,0
tarif berubah sepihak ...,1,0
Kecepatan stabil dan jarang ada gangguan,5,1
Maju terus telekomunikasi Indonesia 👍👍,5,1
Ok,5,1
Josss👍👍👍,5,1
Top,5,1
Bagus,5,1
tolong di tingkatkan lagi kualitas aplikasi nya,3,0
lemot,2,0
lancar,5,1
"Aplikasi paling tidak berguna. Mau pengaduan layanan malah error ""maaf kami sedang dalam peningkatan layanan""",1,0
Ok,5,1
lag pada aplikasi,3,0
Aplikasinya lelet,2,0
Mau masuk ga bisa...ngehang...cobaim daftar .suruh tarik layar ke bawah buat lanjut sesi tp ga bisa..anehhhhhh bgy,1,0
Kren dan simpel,5,1
Indihome pelayanannya bagus.keluhan cepat ditanggapi,5,1
Sangat cepat,3,1
Good,5,1
layanannya sangat cepat👍 jangan ragu lagi ayo berlaga sama Indihome,5,1
Top keren,5,1
Jariku jempol kabeh ...,5,1
Terimakasih gg,5,1
Sangat memuaskan,5,1
Mancapp,5,1
"Lemot parah, tolong komposisi coding nya ditingkatkan lagi.",1,0
Kuota FUP tambah menurun njir,1,0
Ok bgt,5,1
Tiap update langsung keluar akun otomatis. Poin saya hilang padahal jarang saya tukarkan.,3,0
banyak bug,1,0
Paket lengkap,5,1
Makin hari makin lemot,1,0
MyIndihome MANTAP,5,1
Aplikasinya gk berfungsi..malah keluar terus...mohon di perbaiki min..🙏,5,0
tolong aplikasinya jangan terlalu berat ngelag terus jadi,5,0
Bagus,5,1
Ok,5,1
"semenjak memakai internet myindihome, internet di rumah jadi lancar banget",5,1
Mau Bayar tagihan di Aplikasi loadingnya lama banget ujung2 Gk Bisa 🥲,4,0
Jaringan untuk saat ini stabil Semoga semakin baik dan menjadi yang terdepan,5,1
Ok,5,1
Mantab,5,1
"suka logout sendiri , dan juga susah login selalu ada tulisan sedang dalam perbaikan",3,0
mantep,5,1
Bagus,5,1
my rewards hanyalah mitos,2,0
Ok,5,1
Mempermudah penyampaian keluhan kepada operator.,5,1
Josss gandos,5,1
Sangat bagus,5,1
"Jujur ya klu saja sy bkn pengguna IndiHome, males buat sy download aplikasi ini, dr semua aplikasi cuma ini yg setiap sy buka DaftarLg"" , sy mau cek no pelanggan wifi saja susah, yg akhirnya sy bayar dg melihat IndiHome care di wa. Nanti klu sdh pas 1th sy menggunakan wifi IndiHome mending sy putusin wifi dn aplikasinya, ribet gak memudahkan penggunanya.",1,0
No komen,5,1
"Good, tapi youtube sering gangguan",5,1
Mantaab,5,1
Aplikasi super duper lelet gak bisa di andelin....,1,0
Kalk layananya baik ditambah lagi nanti bintangnya,4,1
"Lemot sekali, sekelas BUMN",1,0
Kenapa untuk verifikasi email keluar sendiri ? Tolong perbaiki,1,0
Lah ga bisa login anjir,1,0
Mantap,5,1
bnyk ngebug ny,3,0
Pokonya sangat puas nyaman,5,1
"Internet stabil , jarang terjadi gangguan,",5,1
LEMOT PARAH,5,0
Bisa,5,1
Mantap..joooss tapi lemot,5,1
sangat mudah digunakan,4,1
Bagus,5,1
"Internet dengan jaringan terluas,pelayanan bagus jika datang ke kantornya karyawan/i pada rapih hanya 1 minus nya pada kestabilan jaringan kdang drop buat kami para gamers",5,1
kenapa aplikasinya lemot? apakah g bisa bikin apk yg ringan dan wat wut,1,0
Halo.. Kenapa ya sampai saat inipun tidak bisa login kedalam aplikasi?? Apakah ada alternatif lain untuk bisa masuk?,5,0
"Sering banyak kendala,,masalah los,,",3,0
Is the best tampilan mudah dimengerti udah langganan indhihome hampir 10 tanhunan,5,1
"Parah ini indihome,,,,keq tutut... Menyesal menggunakan indihome,mahal ia,kwalitas 0...anji*g...",1,0
Siap siaga,5,1
Best internet si Indonesia,5,1
Mantap,5,1
Aplikasinya bagus tapi loading agak lama dan susah,3,0
Ok lumayan,4,1
"Tolong lahhh jaringannya IndiHome Gw udah seminggu karena tiap kali main mlbb nihh yakkk nge LAGGGGGGGG, UDAH DIBAYAR 300LEBIH PERBULAN GAK PERNAH TELAT GINI KUALITAS JARINGAN YANG DI DAPAT??? MENDING BERENTI AJA GW MEREK LAIN MUNGKIN LEBIH BAGUSS",1,0
Sering error,2,0
Jozzzz,5,1
Terbaik...?!,5,1
"Udah 3 bulan saya tidak bisa login ke apk myindihome, padahal sy punya 2 nama sebua akun gak bisa login, apk terparah dan tak berguna, sy mau putus saja indihome bralih ke yg lain kalau begini terus tdk ada solusi",1,0
Oke,5,1
Baru pasang bulan kemarin Mudah mudahan lancar dan stabil,4,1
"Kenapa aplikasinya jadi gk bisa dibuka, seriap dibuka langsung keluar sendiri saya sudah coba di 2 hp yg berbeda tetap sama, mohon solusinya",1,0
Beri lah kepuasan kepada pelanggan seperti memperluas jaringan dan memperbanyak tiang wifi bagi lokasi yang belum tercover oleh pihak indihome,3,0
PELAYANAN BURUK,1,0
Ga bisa masuk,1,0
Bagus pelayanannya,5,1
Mantap,4,1
Gercep jika ada gangguan. Puass,5,1
Puas sekali,5,1
Dibuat pengaduan tidak mau status terisolasi terus biarpun sdh di bayar,1,0
Memuaskan,5,1
Setiap ada gangguan trus mau lapor lewat apk ini mesti loading lama plus entah kenapa pas udah berhasil tiba tiba status nya udah selesai diperbaiki padahal belom ada teknisi Dateng dan perbaiki.,1,0
"Udah registrasi dan udah di konfirmasi akan dipasang dari 2 hari yg lalu, tp sampe sekarang teknisinya ga datang2. Ampas nih provider. Pelayanannya ga jelas. Buang2 waktu nungguin",1,0
"Indihome Sering lemot tapi sinyal nya penuh, kadang internetnya terputus-putus tidak stabil, sering applikasi tertutup dengan iklan.",4,0
Tiap hari jaringan lu ngelag indihome,1,0
"Peningkatan yang baik ,sekarang pelayanan indihome kecepatan dan fasilitasnya",5,1
"20 nov 2023 pukul 17:50 ancur lebur, lemot parah",1,0
Bagus,5,1
"Ampas tidak bisa menambahkan no indihome baru, dan tidak bisa hapus no indihome yang tertunda pendaftaran",1,0
Bagus,5,1
"sudah langganan 5thn bayar tghan sll awal bln, moga aja dapat loyalty speed 2x lipat gratis .. amiienn. tp jarang buka aplikasi my indihome susah masuk kurang layak",5,0
aplikasinya lemot,2,0
lumayan,4,1
Sinyal suka hilang,4,0
Plisss ya kelen kalo mau make indhihome pikir2 dlu lagilah jaringanny lelet kali telat sehari byr jaringan langsung di putuskan tapi kalo udah byr jaringan gabisa dipake wkwkwk cari yang lain deh saran aku karna disini gabisa aja provider lain kalo ga udah ganti dri dlu2. Bisa sebulan 3x pengaduan,1,0
Good,4,1
Respon bantuan teknis lapangan sangat cepat,5,1
Lumayan,4,1
Puas,5,1
Setelah updet tidak bisa masuk parahhh,1,0
Good good good,5,1
Lebih simpel dan jelas,5,1
Internet sangat lancar terimakasih Indihome,5,1
"Applikasinya kalau dibuka error selalu menutup sendiri , tolong dibenahi android saya android versi 9",5,0
Banyak hiburan dan ilmu d dapat,5,1
Lelet stelah update . Gak bisa laporan,1,0
Gabisa log in ada tulisan sedang memperbaiki layanan teruzzz,1,0
Ok,5,1
dari tadi siang gangguan masal sampai sekarang pun belum bisa sangat mengecewakan,1,0
Saya kecewa & emosi bgt di green lake ktny harus Indihome tapi sinyal kyk sampah gini mana byr nya mahal trus disuruh dtng cek lama banget. 😡😡😡🤬,1,0
mantab bosku,5,1
"Internet stabil, CS Cepat Respon kalau ada kendala",5,1
Keren bingit cepet gk lemot pula,5,1
Aplikasi lemottttt gak kompeten lelet sering bugggg applikasi tidak bermutu,1,0
Kenapa aku gak bisa daftar pas mau masuk gangguan terus,1,0
"Aplikasi nya tidak stabil, sering tidak respon dan lemot",4,0
mantap,5,1
update terbaru aplikasi sering crash .. tertutup sendiri,1,0
"Indihome internetnya stabil,ada komplain langsung ditanggapi,mantullah pokoknya,pertahankan terus",5,1
Baik,5,1
myindiHome.....is the best👍👍👍,5,1
Apk gk guna .. gk bisa masuk dah donlot 2x ttp gk bisa padahal sinyal bagus tapi muter terus bikin pusing hapus aja,1,0
Apk mudah digunakan dan harganya sangat terjangkau,5,1
"Aplikasi Burik.. tiap kali awal masuk GK bisa ""perbaikan layanan Mulu"" .. perbaikan layanan kok sampek 2 Minggu.. kacau.",1,0
"Tukar point selalu nga bisa, selalu ada tulisan sedang meningkatkan pelayanan. Kok pelayanannya nga meningkat2. Kalo ngurus aplikasi yg kecil aja nga bisa, bagaimana mau ngurus jaringan yg begitu besar.??????",1,0
"Sudah menelpon customer service, email, Instagram. Tapi tidak ada tindak lanjut masalah pembayaran tagihan indihome, katanya tunggu 1x24 jam tapi belum ada tindakan rugi saya",1,0
"Aplikasi gak jelas, sering gak bisa masuk, tiba2 keluar sendiri",1,0
ok,5,1
"Ini bener bener aplikasi SAMPAH, tidak bisa digunakan sama sekali. mending dihapus saja darj playstore buat apa dipajang tapi gk bisa dipake, dari tahun 2022 saya coba masih tidak bisa login sampai sekarang.",1,0
Percuma tidak bisa login dan daftar,1,0
"Jiji, susah di akses aplikasi lu",1,0
Selama ini fun run aja... Tidak ada kendala yg berarti... It's ok...,4,1
Masyuk,5,1
ok,5,1
kok tumben kyk gini sangat lambat knp ya. padahal saya sudah buat pengaduan malah udah selesai ktnya .tapi jaringan mash merah(LOS),5,0
"Aplikasi force close, sistem mendeteksi bug. Ayo perbaiki dong aplikasinya",1,0
"Mantap, cukup membantu",5,1
Fast responden,5,1
Mantap,5,1
Oke,5,1
Sangat cepat speed nya,5,1
"tagihan udah dibayar tapi internet masih blm jalan, kacau banget pelayanan provider yang satu ini",1,0
"Mohon maaf untuk aplikasi kami kasih 3, soalnya disaat mau upgrade SOD susah banget.",3,0
Mantap,5,1
"Bagus aplikasinya boss,,,",5,1
Kecepatan stabil dan jarang ada trouble,5,1
Setelah di update aplikasi GK bisa di buka MYLNDIHOME TELAH BERHENTI. Mohon perbaiki,3,0
"Mudah dioperasikan, full informatif dari tagihan, layanan purna jual, paket indihome yg update...",5,1
"kalo nga niat bikin jaringan bagus gausah bikin deh, gua lagi maen game setiap mau menang pasti ad aja hambatan nya dri intermet lolot ini entah tiba tiba sinyal nya merah, tapi aneh nya setiap mau menang",1,0
okey,5,1
Ok,5,1
"Keluar sendiri, masuk juga susah gabisa terus, eror terus pake email pake no hp gajelas gabisa",1,0
RCNASEP.S,5,1
Mudah untuk menggunakan,4,1
Ngeleg co pdhl yg make cmn 3-4 org pdhl bayar wifi udh mahal,1,0
"Sat-Set Tas-Tes, Gaspol, Amĩn..",5,1
ok siippp.,5,1
Pengaduan internet mati besoknya langsung di tangani,5,1
Kereen,5,1
Apk busuk gk berguna,1,0
Setiap mau masuk ke akun tidak bisa karena peningkatan layanan dan disuruh menunggu beberapa saat. Tapi setelah ditunggu hasilnya nihil.,3,0
crash di android 13...force closed,1,0
Keren,5,1
Nice baik 👍,5,1
"Pembayaran sekarang lebih mudah via apk myIndiHome , lalu dihubungkan ke akun Dana TANPA kena biaya ADMINISTRASI. Tanpa ribet minta OTP segala. Signal WiFi nya juga masih lebih baik dari yang lain. [ aku pasang 2 provider jadi tahu kalau Indihome masih lebih baik].",5,1
"gk bisa masuk app, koneksi keong",1,0
Apk lemot GK guna gak ada perbaikan percuma banyak langganan buat apk bagus GK lemot gak bisa,1,0
aplikasinya tmbah berat,2,0
Mantaaaapppp...........,5,1
Siiiip,5,1
GOOD JOB,5,1
Terisolir padahal dah bayar dah gitu responnya gak bgt lu,1,0
"Setelah di update mau login lagi susah sekali , ribet di ulang ulang lagi , indihome semakin lama berlangganan semakin mahal .. 🥴",2,0
"Pagi ini tgl 2 Oktober 2023 saya hub 147, kok suaranya terbata bata, lama sekali melayaninya, rasanya geregetan dengerinnya. Kok customer service 147 seperti ini ya? Emang begini kah?. Dah gitu saya disuruh bayar tagihan indihome dahulu, emang bisa bayar kalo tagihan blm muncul di apls my indihome, ini Khan baru tgl 2 Oktober 2023?. Saya hapal biasanya muncul tagihan tgl 3 atau 4 tiap bulannya. Lalu Repeat laporan, hari ini disebut hari Selasa, padahal hari ini hari Senin 2 Oktober 2023.",1,0
Sering eror gak bisa masuk,1,0
Bukanya lama,2,0
"Aplikasi berat, suka keluar sendiri, masih ada BUG. Tolong segera perbaiki, terimakasih sebelumnya",1,0
Bintang yg bicara,5,1
Aplikasi ini sangat membantu untuk melaporkan apabila ada keluhan terkait penggunaan internet myindihome,5,1
"Terima kasih IndiHome, semoga tetap memberi layanan terbaik ya...",5,1
makin lemot,1,0
mantap betul👍,5,1
Bagus di kota kecil,5,1
alhamdulillah...sudah setahun lebih langgganan indihome. internet lancar dan jarang trobel.,5,1
Rekomendasi Banget👍👍👍👍,5,1
tagihannya kok tiba² naik pesat...?,1,0
Aplikasinya mudah di mengerti dan di pake,5,1
Erorrr erorrr,2,0
Sering eror,1,0
makin kesini makin ancur..,1,0
aplikasi tidak bisa di gunakan.,1,0
Bnyk masalah,1,0
Goodnesss,5,1
Sudah bagus sih aplikasinya. Bisa ngecek tagihan tiap bulan. Tapi aplikasinya loading lambat banget,2,0
"cepet jika ada perbaikan, good job",5,1
Please aplikasinya sering banget gateaway. Padahal mau bayar bulanan loh. Ini eror bae :(,1,0
ga bisa kebuka,1,0
Kalau niat bikin aplikasi yg bagus jangan seperti ini seperti aplikasi murahan,1,0
Is the best,5,1
Aplikasi.y force close terus saat dibuka.,2,0
Aplikasi nya lelet,5,0
طيب/nyaman,5,1
"Aplikasi sampah tidak bisa login daftar tidak bisa,WiFi trouble trus",1,0
Gmn ini jaringan internet 2 jam mati gini kejadian sdh 2 hari gini terus komplain ttp gk ad respon parah,1,0
Jelek kali bah servernya,1,0
Kasi 3* Krn kecepatan internet blm sesuai dgn pembayaran yg di tentukan,3,0
Sejauh 8ni okelah,5,1
Aplikasi loadingnya lama,4,0
"Lemot banget ya sekarang ,padahal udah di upgrade mdplnya 😏",1,0
Aplikasi yg cuma nawarin promo aja tp tidak bisa bantu keluhan pengguna alias cuma mau untung sendiri Kayak nya bulan ini terakhir berlangganan indihome karna 1 bulan ini internet nya ga bsa buat apa2 dan siaran tv nya pun macet2 kayak pakek uhf zaman dulu Sangat kecewa.........,1,0
Ok,5,1
Aplikasi sangat membantu,5,1
kacaw Indihome jaringan sampah masalah mulu,1,0
Aplikasi bagus dan untuk pemasangan internet begitu murah,5,1
Sangat bagus,5,1
Lama_lama banyak yang pindah pelanggannya,1,0
makin hari makin ngelag padahal speed 100mbps,1,0
Mantep,5,1
👍mantap,5,1
Tidak bisa verifikasi email langsung keluar,1,0
Tingkatkan kualitas dan kuantitas dan pelayanan yang terbaik,5,1
Cara ganti user sama password?,5,1
Memudahkan kebutuhan internet,5,1
ok,5,1
Ok...pelayanan baik cuma kalo bisa kaya saya pelanggan tetap kalo bisa jangan ada putus jaringan karna keterlambatan dan juga anehnya sdh di putus masih kena denda,5,1
