content,score,label,preprocessed_content
"Pelayanannya cukup bagus, kecepatan sesuai paket menurutku, pernah upgrade, pernah jga downgrade jadi sedikit tau kelebihan/kekurangannya, tapi saranku cuma di app MyIndiHome nya, pernah ngalamin lose app, mksudnya keluar app mau masuk lagi ga bisa, bikin sandi Baru terus lose app masuk lgi ga bsa lagi, akhirnya sering ngub admin app buat minta perbaikan, jadi harp di tingkatin mungkin masalah server, atau sering crash data app ga tau lah, tapi peribadi puas ko buat pelayanannya.",5,1,layan cukup bagus cepat sesuai paket turut pernah upgrade pernah juga downgrade jadi sedikit tau lebih kurang tapi saran cuma di ap myindihome nya pernah ngalamin lose ap mksudnya keluar ap mau masuk lagi enggak bisa bikin sandi baru terus lose ap masuk lagi enggak bisa lagi akhir sering ngub admin ap buat minta baik jadi harp di tingkatin mungkin masalah server atau sering crash data ap enggak tau lah tapi peribadi puas kok buat layan 
Good,5,1,good
"Berulang kali saya mau masuk aplikasi gak bisa².. bbrp kali saya uninstal dan instal ulang tetep gak bisa masuk, dan mau bikin ulang kata sandi pun gak bisa daftar lagi 😪",5,0,ulang kali saya mau masuk aplikasi enggak bisa beberapa kali saya uninstal dan instal ulang tetap enggak bisa masuk dan mau bikin ulang kata sandi pun enggak bisa daftar lagi 
"Tingkatkan kembali pelayanan, agar upgrade pergantian paket dipermudah secara online",4,0,tingkat kembali layan agar upgrade ganti paket mudah cara online
Sudah verivikasi masuk balik ke awal lagi.,1,0,sudah verivikasi masuk balik ke awal lagi 
Sangat baik,5,1,sangat baik
"Aplikasi bapuk,sering log out sendiri",1,0,aplikasi bapuk sering log out sendiri
Bagus. Supaya tidak muncul lagi pemberitahuan ini,5,1,bagus supaya tidak muncul lagi pemberitahuan ini
Alhamdulillah lancar,5,1,alhamdulillah lancar
sangat puas pakai layanan internet di rumah dengan jaringan IndiHome 👍🏻👍🏻,5,1,sangat puas pakai layan internet di rumah dengan jaring indihome 
Info cepat,5,1,info cepat
indihome memang mantap,5,1,indihome memang mantap
"tidak bisa menukar point, aplikasi lemot",2,0,tidak bisa tukar point aplikasi lemot
Internet baik,5,1,internet baik
masih yg terbaik,5,1,masih yang baik
Tampilanya menarik,5,1,tampilanya tarik
Ok,5,1,ok
Bagus,5,1,bagus
"Sumpah nyesel banget pasang indihome yg 100 mbps, kirain bakal kenceng jaringan internet nya, ternyata salah padahal dirumah cuma 4 orang yg menggunakan, setiap bulan harus bayar 400 lebih, buat yang mau pasang indihome pikir² dulu lah sebelum menyesal, kontrak setahun klo mau berhenti belum setahun denda 1 juta bulset dah",1,0,sumpah sesal banget pasang indihome yang mbps ira bakal kencang jaring internet nya nyata salah padahal rumah cuma orang yang guna tiap bulan harus bayar lebih buat yang mau pasang indihome pikir dulu lah belum sesal kontrak tahun kalo mau henti belum tahun denda juta bulset deh
"Semoga terus ditingkatkan, karena beberapa kali masih mengalami lag saat membuka aplikasi",4,0,moga terus tingkat karena beberapa kali masih alami lag saat buka aplikasi
Ini call center 24/7 tapi ngga ada yg respon sekali,1,0,ini cal center  tapi enggak ada yang respon sekali
"Masukan untuk MyIndiHome, mohon warna putih pada bagian atas, diganti dengan warna gelap, krn tulisan nya tidak terbaca krn huruf nya pun berwarna putih.. Gimana mau membaca nya?.... Atau Font nya pakai warna hitam atau warna gelap..... Krn saya kesulitan membaca nya... Masak iya warna backgroundnya putih.. Tulisan putih???",2,0,masuk untuk myindihome mohon warna putih pada bagi atas ganti dengan warna gelap karena tulis nya tidak baca karena huruf nya pun warna putih bagaimana mau baca nya atau font nya pakai warna hitam atau warna gelap karena saya sulit baca nya masak iya warna backgroundnya putih tulis putih 
Okeh good...,5,1,okeh good 
"Ga beres, lemot nya luar biasa. Mau bayar tagihan aja lemot nya luar biasa. Hedehhhh",1,0,enggak beres lemot nya luar biasa mau bayar tagih saja lemot nya luar biasa hedeh
Jeleg Banget Anyinghh,1,0,jeleg banget anyingh
Ok,4,1,ok
bayar TEPAT tapi internet LAMBAT!!,1,0,bayar tepat tapi internet lambat 
"Aplikasi super lemot, mau pakai poin buat ditukar ke voucher malah error, sekelas indihome mohon beri pelayanan yg lbh baik",1,0,aplikasi super lemot mau pakai poin buat tukar ke voucher malah error kelas indihome mohon beri layan yang lebih baik
"aplikasi sampah, gk ada kemajuan sama sekali sampaahhh anjenkkkkk",1,0,aplikasi sampah enggak ada maju sama sekali sampaah anjenk
"Mau masuk aja susah,",1,0,mau masuk saja susah 
Nyaman,5,1,nyaman
"Lanjutkan yg sdh baik, jangan buru-buru putus koneksi internet, kalau telat bayar tgl 20, kasih waktu beberapa hari internet tetap aktif",5,1,lanjut yang sudah baik jangan buru buru putus koneksi internet kalau telat bayar tanggal kasih waktu beberapa hari internet tetap aktif
mudah di akses...,5,1,mudah di akses 
Setiap mau lapor. Beratx minta ampun. Salahnya di mana.alasan selalu. Layanan sedang diperbaiki. setiap update wow. Semoga ada solusinya.saat lapor.,1,0,tiap mau lapor beratx minta ampun salah di mana alas selalu layan sedang baik tiap update wow moga ada solusi saat lapor 
Tolong update terbaca ada bug sehingga aplikasi tidak bisa di buka,1,0,tolong update baca ada bug sehingga aplikasi tidak bisa di buka
Mantap,5,1,mantap
Sangat bagus,5,1,sangat bagus
Ndk ngebantu sama sekali,1,0,ndk bantu sama sekali
"aplikasinya error, setelah update malah force close terus. tolong segera perbaiki.",1,0,aplikasi error telah update malah force close terus tolong segera baik 
Mantap,5,1,mantap
indihome keren,5,1,indihome keren
Masih ada bug,4,0,masih ada bug
Mantap 👍,5,1,mantap 
"Mantap, feedback di respon.",5,1,mantap feedback di respon 
"Semoga menjadi amanah bukan karena bisnis semata, pelanggan adalah mitra, tanpa pelanggang tidak akan menjadi hasil yang lebih..,....., @salamhangat🤗",5,1,moga jadi amanah bukan karena bisnis semata langgan adalah mitra tanpa langgang tidak akan jadi hasil yang lebih salamhangat
sangat baik,5,1,sangat baik
pelayanan sangat cepat,5,1,layan sangat cepat
apk yang baru tidak bisa dibuka..,1,0,apk yang baru tidak bisa buka 
Indihome mantap,5,1,indihome mantap
Susah login udah 1bulan. Gaguna download dan update!!,1,0,susah login sudah bulan gaguna download dan update 
Indiehome saya harap bs cari solusi kenapa saya gagal login game fortnite...kalo emang lg dikunci ya dibuka to.....,1,0,indiehome saya harap bisa cari solusi kenapa saya gagal login game fortnite kalo memang lagi kunci ya buka tapi 
Puas,4,1,puas
IndiHome Ok,5,1,indihome ok
is the best,5,1,is the best
"Indihome napa makin lelet jaringan nya , aplikasi nya indihome juga sulit dibuka Sekelas se nusantara jangkauan nya tapi internet dan apk nya sulit hadehh",2,0,indihome kenapa makin lelet jaring nya aplikasi nya indihome juga sulit buka kelas se nusantara jangkau nya tapi internet dan apk nya sulit hadeh
Mantap,5,1,mantap
Lemot parah,1,0,lemot parah
cara cek tagihan dll gmana sih.,1,0,cara cek tagih dl bagaimana sih 
"Pemasangannya cepat, terima kasih indihome",5,1,pasang cepat terima kasih indihome
App sangat Baik sekali,5,1,ap sangat baik sekali
Saya sebagai pengguna merasa sangat senang sekali,5,1,saya bagai guna rasa sangat senang sekali
Buruk,1,0,buruk
Internetnya stabil,5,1,internetnya stabil
"App apaan ni buffering mulu, sinyal bagus gabisa dibuka. Mau pengaduan jadinya gabisa",1,0,ap apa nih buffering mulu sinyal bagus enggak bisa buka mau adu jadi enggak bisa
Jaringan sangat kacau hanya di pake 2 orang saja ngelag bngt padahal cuma di pake WA saja tidak bisa semoga langsung di perbaiki,1,0,jaring sangat kacau hanya di pakai orang saja ngelag banget padahal cuma di pakai wa saja tidak bisa moga langsung di baik
Aplikasinya bagus banget buruann download aplikasinya...,5,1,aplikasi bagus banget buru download aplikasi 
"SINYAL BENERIN GBLOOOOK, BAYAR PERBULAN 400 KALO SINYAL BURIK RUGI TOLOLLL",1,0,sinyal benerin gblooook bayar bulan kalo sinyal burik rugi tolol
Indhihome sangat membantu saya dlm kebutuhan internet,5,1,indhihome sangat bantu saya dalam butuh internet
Setelah update malah ga bisa masuk .respon pelanggang juga di abaikan .klu nagihnya malah cepet cepet. payah nih .malah makin g ada peningkatannya,3,0,telah update malah enggak bisa masuk respon langgang juga di abai kalau nagihnya malah cepat cepat payah nih malah makin enggak ada tingkat
Sangat membantu,5,1,sangat bantu
sering lost indihome,1,0,sering lost indihome
Ok,5,1,ok
Terbaik,5,1,baik
Aplikasi nya sangat mengecewakan.. Sering gangguan aplikasi nya gk bisa ke buka,1,0,aplikasi nya sangat kecewa sering ganggu aplikasi nya enggak bisa ke buka
Alkhmdllh indihome skrng sudah mulai membaik,5,1,alkhmdllh indihome sekarang sudah mulai baik
"susah banget untuk login,slalu coba mlu.STB saya rusak mau bikin laporan aja susah banget",1,0,susah banget untuk login selalu coba melulu stb saya rusak mau bikin lapor saja susah banget
Bagus,4,1,bagus
bulan ini tidak bisa masuk IndiHome walaupun sudah mengikuti petunjuk🙏,5,0,bulan ini tidak bisa masuk indihome walaupun sudah ikut tunjuk
bug saat mau verifikasi email pasti force close,1,0,bug saat mau verifikasi email pasti force close
Tdk bisa melakukan pengaduan online dengan alasan sistem dalam peningkatan...preeet.,1,0,tidak bisa laku adu online dengan alas sistem dalam tingkat preeet 
Sangat puas,5,1,sangat puas
Mantappp,5,1,mantap
Mohon di perbaiki masalah mau buka aplikasi terlalu lama buffering nya.Tks,5,0,mohon di baik masalah mau buka aplikasi terlalu lama buffering nya tks
mantap,5,1,mantap
"Mau berenti aja ribetnya minta ampun, ga kaya pasangnya aja buru2. & sttop layanan di hitung full 2 bulan padahal hanya kepakai 1 bulan, 1 bulannya lg HARUS BAYAR. TOP LAH INDIHOME BERALIH KE LAIN AJA UDH MAHAL PULA",1,0,mau renti saja ribetnya minta ampun enggak kayak pasang saja buru sttop layan di hitung ful bulan padahal hanya pakai bulan bulan lagi harus bayar top lah indihome alih ke lain saja sudah mahal pula
mantap,5,1,mantap
Oke,3,1,oke
Aplikasinya bagus,4,1,aplikasi bagus
Good,5,1,good
Sangat membantu,5,1,sangat bantu
"Luar biasa apresiasi yg diberikan, semula saya berlangganan 10 Mbps, berikutnya ada reward dinaikkan kecepatannya menjadi 20 Mbps tanpa tambahan biaya langganan. Semoga IndiHome ke depan tetap selalu suksus dalam melayani pelanggannya. Mantul!!",5,1,luar biasa apresiasi yang beri mula saya langgan mbps ikut ada reward naik cepat jadi mbps tanpa tambah biaya langgan moga indihome ke depan tetap selalu suksus dalam layan langgan mantul 
Mantap,5,1,mantap
Sulit untuk upgrade ke 100 Mbps..,1,0,sulit untuk upgrade ke mbps 
Internet ngeleg,1,0,internet ngeleg
OK,5,1,ok
Susah tidak bisa di gunakan sering keluar tidak bisa masuk lagi,1,0,susah tidak bisa di guna sering keluar tidak bisa masuk lagi
tagihan gak jelas,1,0,tagih enggak jelas
"semoga kedepannya jaringan stabil tidak lelet, sehingga memudahkan dalam proses pekerjaan kami. dan di berikan fasilitas gratis",5,0,moga depan jaring stabil tidak lelet sehingga mudah dalam proses kerja kami dan di ikan fasilitas gratis
cukup baik,5,1,cukup baik
Point saya mau dikemanakan? Point 67Rb tidak bisa redeem karena tidak muncul pilihan hadiah...apa nunggu hangus?,1,0,point saya mau mana point ribu tidak bisa redeem karena tidak muncul pilih hadiah apa tunggu hangus 
Habis update tidak bisa di buka. Pdhl indihome lohhhhh,1,0,habis update tidak bisa di buka padahal indihome loh
Respon cepat dan baik,5,1,respon cepat dan baik
"Aplikasinya jelek banget sumpah. Sinyalnya yg ngeleg, ngebuka aplikasinya aja gak sanggup, terus2an login ga jelas. Tolong lah yg niat buat aplikasi.",1,0,aplikasi jelek banget sumpah sinyal yang ngeleg ngebuka aplikasi saja enggak sanggup terus login enggak jelas tolong lah yang niat buat aplikasi 
Kereeen sih aplikasinya,5,1,keren sih aplikasi
"Aplikasi kek taii.. login aja gak bisaa.. keterangan ""muat kembali sesi telah berakhir"" mending gak usah buat aplikasi sekalian",1,0,aplikasi kayak tai login saja enggak bisa terang muat kembali sesi telah akhir mending enggak usah buat aplikasi sekali
Internet stabil kalau adaasalah respon cepat,5,1,internet stabil kalau adaasalah respon cepat
"Makin hari, makin lambat...😴",3,0,makin hari makin lambat 
mantap,5,1,mantap
Aplikasi yang mudah di gunakan,5,1,aplikasi yang mudah di guna
"Baru sekarang hilang sinyal, kirain harus ribet telepon atau email ke pihak IndiHome, ternyata cuma lewat apk ini bisa menyampaikan kendalanya. Ga lama dihubungi langsung sama teknisinya, ga berapa lama dateng dan langsung diberes kendalanya. Thx ini berguna ternyata",5,1,baru sekarang hilang sinyal ira harus ribet telepon atau email ke pihak indihome nyata cuma lewat apk ini bisa sampai kendala enggak lama hubung langsung sama teknisi enggak berapa lama datang dan langsung beres kendala thx ini guna nyata
Kecepatan sesuai paket,5,1,cepat sesuai paket
Masih suka ngelagh,4,0,masih suka ngelagh
Sangat baik,5,1,sangat baik
Aplikasinya sering ngelaggg,4,0,aplikasi sering ngelag
Ok,5,1,ok
Ok,5,1,ok
Aplikasi nya sekarang lambat susah dibuka nya,3,0,aplikasi nya sekarang lambat susah buka nya
Semua nya bagus,5,1,semua nya bagus
Bagus,5,1,bagus
"Pelayanan buruk... main upgrade sesukanya tanpa konfirmasi sama pelangannya, mau di downgrade alasannya muter muter. Sekarang sdh dapat yang lebih baik dari indihome harga paket juga lebih murah",1,0,layan buruk main upgrade suka tanpa konfirmasi sama pelang mau di downgrade alas muter muter sekarang sudah dapat yang lebih baik dari indihome harga paket juga lebih murah
Kadang internet gangguan,3,0,kadang internet ganggu
"Kalian ini kenapa si? Bolak balik saya buka aplikasi, Selalu lemot.. Apa tidak bisa di bagusin aplikasinya supaya tidak lemot.. Tolong dong kerjasamanya Saya bayar tiap bulan. Dan seharusnya kalian juga kasih yg terbaik dong untuk pelanggan kalian Bintang akan saya perbarui jikalau aplikasi sudah tidak lemot Terima kasih",1,0,kalian ini kenapa sih bolak balik saya buka aplikasi selalu lemot apa tidak bisa di bagusin aplikasi supaya tidak lemot tolong dong kerjasamanya saya bayar tiap bulan dan harus kalian juga kasih yang baik dong untuk langgan kalian bintang akan saya baru jikalau aplikasi sudah tidak lemot terima kasih
"Udah instal di 3 hp, tp semuanya crash, ga bs dibuka... ada solusi?",1,0,sudah instal di hp tapi semua crash enggak bisa buka ada solusi 
Layanan perbaikan keluhan pelanggan 4 jempol untuk 1 jam eksekusi dan layanan dipertahankan,4,1,layan baik keluh langgan jempol untuk jam eksekusi dan layan tahan
Tidak bisa login. Dan jika sudah login selalu logout sendiri.,1,0,tidak bisa login dan jika sudah login selalu logout sendiri 
Sangat membantu,4,1,sangat bantu
Tolong diperbaiki lagi masa mau masuk keluar lagi.. selalu begitu terus..,1,0,tolong baik lagi masa mau masuk keluar lagi selalu begitu terus 
Sangat menyenangkan setelah menggunakan indihome 1 tahum,4,1,sangat senang telah guna indihome tahum
"Mau laporan gangguan kok susah masuk ya,semoga layanan ditingkatkan lagi",2,0,mau lapor ganggu kok susah masuk ya moga layan tingkat lagi
Bagus cuman harga paketnya mohon di turunkan,3,0,bagus cuman harga paket mohon di turun
Jaringan kurang stabil,4,0,jaring kurang stabil
Cepat tanggap.. Cuman dari pihak lapangan aja suka lelet,5,1,cepat tanggap cuman dari pihak lapang saja suka lelet
Gimana nih jaringan sering lambat mending pidan ke sebelah,3,0,bagaimana nih jaring sering lambat mending pidan ke belah
Oke Banget Indihome,4,1,oke banget indihome
Membantu,5,1,bantu
sering lelet jaringan nya.mohon di perhatikan layanan,3,0,sering lelet jaring nya mohon di perhati layan
Bagus,5,1,bagus
Sering update aplikasi setiap kali mau pembayaran musti update dulu,1,0,sering update aplikasi tiap kali mau bayar musti update dulu
Jaringannya bagus dan stabil.. Thanks my indihome,5,1,jaring bagus dan stabil thanks my indihome
Aplikasinya kok tidak bisa buat aduan ya ?,1,0,aplikasi kok tidak bisa buat adu ya 
Cukup baik di area saya tinggam,4,1,cukup baik di area saya tinggam
"Pelayanan buruk. Saya tidak pakai 2 bulan tetap ditagih biaya yg sama. Tambah denda. Padahal sudah diisolir 2 bln. Hari ini saya membayar tagihan atas layanan yg tidak pernah saya pakai. Tidak diberi penjelasan dari awal pasang. Saya mau cabut layanan tidak pakai Indihome dipersulit, biar cuan kan? Padahal ketika pasang mudah. Kecewa.. mau ganti citranet sesuai saran rekan",1,0,layan buruk saya tidak pakai bulan tetap tagih biaya yang sama tambah denda padahal sudah isolir bulan hari ini saya bayar tagih atas layan yang tidak pernah saya pakai tidak beri jelas dari awal pasang saya mau cabut layan tidak pakai indihome sulit biar cuan kan padahal ketika pasang mudah kecewa mau ganti citranet sesuai saran rekan
Internet stabil dan lancar....,5,1,internet stabil dan lancar 
Wifi nya tidak dapat bekerja tolong diperbaiki saya sudah berlangganan lo,1,0,wifi nya tidak dapat kerja tolong baik saya sudah langgan lo
